project_type,discovery_path,remediation_actions,repair_lag_days,clean_body_len
AI-Agent,Community_Report,Logic_Patching|Config_Hardening|Defensive_Doc,0,5729
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,3,671
AI-Agent,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,37681
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,18997
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,11909
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Official_Advisory,Logic_Patching|Config_Hardening,495,937
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,27755
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,4,6094
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,39600
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,0,996
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,10306
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,6,19262
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,2739
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,13936
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,20,1630
Traditional,Silent_Commit,Standard_Fix,7,144
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,766
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,32,3271
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,26284
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,1524
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,6,1290
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,58,1777
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,26245
Traditional,Silent_Commit,Config_Hardening,1,24
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3810
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,22651
Traditional,Silent_Commit,Config_Hardening,0,168
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,4468
Traditional,Silent_Commit,Defensive_Doc,1,337
Traditional,Silent_Commit,Standard_Fix,88,889
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,7,2228
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1039
Traditional,Silent_Commit,Config_Hardening,0,2907
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,14,2228
Traditional,Silent_Commit,Standard_Fix,0,7
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,936
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,6,2339
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,13,2228
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7859
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7750
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,11504
AI-Agent,Silent_Commit,Standard_Fix,0,0
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,1,921
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,10436
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8428
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,5,30807
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4037
Traditional,Silent_Commit,Standard_Fix,5,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,7,10569
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,2047
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2332
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,5,5677
Traditional,Silent_Commit,Standard_Fix,4,171
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7408
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8825
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,5567
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,3,848
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,121,9698
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,1393
Traditional,Silent_Commit,Semantic_Alignment|Defensive_Doc,0,4029
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,2463
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,16,2622
AI-Agent,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5832
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Defensive_Doc,0,2294
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,9927
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,246137
Traditional,Silent_Commit,Defensive_Doc,1,2440
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,1624
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,0,1043
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,21,13170
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,16163
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,40,2228
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1735
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,0,3837
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,9,654
Traditional,Internal_Audit,Config_Hardening,37,4559
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,2423
Traditional,Silent_Commit,Logic_Patching,0,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,5321
Traditional,Silent_Commit,Defensive_Doc,4,2440
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,73,7403
AI-Agent,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1705
Traditional,Internal_Audit,Defensive_Doc,6,4220
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,0,4637
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,633,36172
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2163
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,5822
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8083
Traditional,Silent_Commit,Standard_Fix,1,0
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7444
Traditional,Silent_Commit,Semantic_Alignment|Defensive_Doc,0,4052
Traditional,Silent_Commit,Standard_Fix,2,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,1,4912
AI-Agent,Silent_Commit,Standard_Fix,0,190
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,17402
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1796
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1955
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening,0,2192
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,1,2640
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4866
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2084
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4396
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,23,2228
AI-Agent,Silent_Commit,Standard_Fix,5,630
Traditional,Silent_Commit,Standard_Fix,4,144
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,14,6056
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,8984
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,35,551
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,3918
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4998
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8664
Traditional,Silent_Commit,Config_Hardening,0,801
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1435
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,54376
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,6,2156
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,16,37476
Traditional,Silent_Commit,Standard_Fix,0,0
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6369
AI-Agent,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,0,4792
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3378
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,7014
AI-Agent,Silent_Commit,Semantic_Alignment|Defensive_Doc,0,4067
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4638
Traditional,Silent_Commit,Semantic_Alignment|Defensive_Doc,4,905
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2187
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8685
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,1,929
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,5447
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,5,695
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2541
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,2181
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,32881
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,1,1740
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4468
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7767
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,7858
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,875
Traditional,Silent_Commit,Defensive_Doc,0,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4244
Traditional,Silent_Commit,Defensive_Doc,0,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4056
Traditional,Silent_Commit,Standard_Fix,0,5069
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,3,1238
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,2134
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,873
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,29,2090
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Defensive_Doc,0,1621
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,1554
AI-Agent,Internal_Audit,Config_Hardening|Semantic_Alignment,39,493
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,3567
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment,0,3607
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2351
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening,0,3018
Traditional,Silent_Commit,Standard_Fix,0,56
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,31755
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3835
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,16973
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,38,1984
Traditional,Silent_Commit,Standard_Fix,8,1611
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5615
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,7334
Traditional,Silent_Commit,Semantic_Alignment,0,2477
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,8738
Traditional,Silent_Commit,Defensive_Doc,0,715
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,5,1583
Traditional,Internal_Audit,Logic_Patching|Config_Hardening,0,1243
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1696
Traditional,Silent_Commit,Standard_Fix,108,0
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,18,2228
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,1325
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,72,6818
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4476
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,3264
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,872
Traditional,Silent_Commit,Standard_Fix,0,539
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2260
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,1191
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,3515
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,17075
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,909
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,18,1317
Traditional,Silent_Commit,Config_Hardening,0,3055
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,11845
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,6215
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,50281
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6242
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,10199
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,839
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,43127
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,72,1008
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2995
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,0,3570
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,10,1031
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,3,6757
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5376
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1476
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8576
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening,0,4740
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4621
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,14778
AI-Agent,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,51,3379
AI-Agent,Silent_Commit,Semantic_Alignment|Defensive_Doc,0,1194
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2375
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,10834
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8269
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,219389
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3356
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1504
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,3252
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5551
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,4453
Traditional,Silent_Commit,Standard_Fix,0,488
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,3143
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5065
AI-Agent,Silent_Commit,Logic_Patching,0,2434
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4481
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4386
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4459
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,14,10454
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,464
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,2,2228
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,10514
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1318
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,3176
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2400
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,14145
Traditional,Silent_Commit,Standard_Fix,1277,4403
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,14,9206
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Defensive_Doc,1,4026
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,717
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,1,3440
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,1,5209
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,22,873
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2409
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,3489
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,13825
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Defensive_Doc,0,4587
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,4,1729
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,3,8009
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,1,10330
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,2663
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,50345
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,2,952
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2999
Traditional,Silent_Commit,Config_Hardening,0,1999
Traditional,Silent_Commit,Config_Hardening,2,1558
Traditional,Silent_Commit,Config_Hardening,2,1590
Traditional,Silent_Commit,Config_Hardening,0,1847
Traditional,Silent_Commit,Standard_Fix,2,1863
Traditional,Silent_Commit,Config_Hardening,1,1975
Traditional,Silent_Commit,Config_Hardening,0,2152
Traditional,Silent_Commit,Standard_Fix,1,2008
Traditional,Silent_Commit,Config_Hardening,16,0
Traditional,Community_Report,Standard_Fix,0,2177
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,1451
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,1649
Traditional,Silent_Commit,Config_Hardening,0,1704
Traditional,Silent_Commit,Logic_Patching,1,2552
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,2346
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3317
Traditional,Silent_Commit,Config_Hardening,0,1758
Traditional,Silent_Commit,Config_Hardening,0,1489
Traditional,Official_Advisory,Config_Hardening,0,406
AI-Agent,Silent_Commit,Semantic_Alignment,0,1528
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7082
Traditional,Silent_Commit,Logic_Patching,2,1857
Traditional,Silent_Commit,Standard_Fix,0,225
Traditional,Silent_Commit,Standard_Fix,0,2054
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1886
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4291
Traditional,Silent_Commit,Semantic_Alignment,0,1163
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,1,2034
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,1035
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2298
AI-Agent,Silent_Commit,Config_Hardening,0,450
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,1357
Traditional,Silent_Commit,Standard_Fix,1,2275
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,1,2316
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1469
AI-Agent,Silent_Commit,Logic_Patching|Defensive_Doc,4,1020
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,40,792
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,2146
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3178
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2896
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,5419
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,829
Traditional,Silent_Commit,Logic_Patching,0,586
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,1258
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4324
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,511
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,621
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2897
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,0,2395
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1612
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,0,5459
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,8,1384
Traditional,Silent_Commit,Standard_Fix,1,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,12,2681
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7396
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1340
Traditional,Silent_Commit,Semantic_Alignment,1,558
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1595
Traditional,Silent_Commit,Semantic_Alignment|Defensive_Doc,1,2694
Traditional,Silent_Commit,Defensive_Doc,0,988
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1595
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1595
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1595
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1595
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2636
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1595
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1595
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1595
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1595
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,0,1364
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4188
AI-Agent,Official_Advisory,Config_Hardening|Defensive_Doc,0,2928
AI-Agent,Internal_Audit,Config_Hardening|Defensive_Doc,4,1432
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,0,2770
Traditional,Official_Advisory,Config_Hardening,0,831
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1595
Traditional,Silent_Commit,Config_Hardening,0,819
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3372
AI-Agent,Silent_Commit,Standard_Fix,4,647
Traditional,Silent_Commit,Standard_Fix,0,401
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1356
Traditional,Silent_Commit,Standard_Fix,0,885
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4224
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,3507
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2218
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,1417
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Defensive_Doc,5,2393
AI-Agent,Silent_Commit,Semantic_Alignment,0,1446
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,5,1379
